treatment_id	n_terms_above_5
taxon_5e9124a1f7372a0bf20d46eac23b09f61bec8e1f82ed08d32d317d62a2bd6e9a	11
taxon_5f53939820c845bca3eeb32343fe0cceae6461fc24dc4e65dea2a85048374e86	11
taxon_60010785a38ea2d796f69bf51e394d390628fa3832f3e656b30ad7bfcc844154	11
taxon_61625cc7689d4ca541fd127bfd7bb29e03d7187471b6e8e73d062c5ada15d926	11
taxon_61cc349bccd2f24fad1baa468961acf203a52b5da2298261f7b373296edae002	11
taxon_62125e2c4b4f7cba13384c33b902e274c3fdd98c062d2d29e772ed5970d1c0d5	11
taxon_6219101c0eff464aafcb95c41b0a983cacdd86130e22f0b104bf3eda38cbf0e0	11
taxon_62261e41e3a632726e611bf45e06f168d103a56465a78a8702e3f4ff0082ce67	11
taxon_639165586d57b4838d1d81b32fd3e5fc0fd2718cd80ef7dee8ed64bdd346cda2	11
taxon_647069cbd059564e860cd68441a2490eab8b35ed163bb384f922c3a17eff89ad	11
taxon_6491b85449625994e0b607492e87ac9de57ff053ea8b127305fa545494b762d5	11
taxon_65d8a2409e7ef40a8ddd5f28e512997c988481a401f0b9870b893c0aeb2d4637	11
taxon_671231a7ae07b80b59a5c265852df1a20f5e627dbe091a358e12072f77665b23	11
taxon_677566d33acc42a5d9e3fa91e41bfffe882dbddcd748431da01dd8654a7b039f	11
taxon_682cb790905b7614e22010594a5a255a1a3faa3b94e50ef047bf8aeb6a313643	11
taxon_687410b787b93204295fff70c77f3ecaeefde5b814a346027d19215809e1c39b	11
taxon_688b6499fe0876c46a6bdcd19176e53bc3960dbca75a36ea82301e153bfe79af	11
taxon_68cd6b0cc53c48a2bebf2fde4b47583b43f711c429107cb9390ff45f2caeb795	11
taxon_69bae5baf0ad3f86c1443e6b0efa201d27976dcb40f63c57fb5fbf5869b2975d	11
taxon_6aecee207211dbec34145c87f09afd1d54decf39286b7a7399b1534dbdfacd26	11
taxon_6b46d467e92d1a7f6bdd346e475ab5817faf4c8addc3c4f3ef9caaa78f7f98b4	11
taxon_6b50d1f3aee368937bada721a0b1b4c1b67ffc0be678c9cfd73996c922541a77	11
taxon_6b932d411892bf7bb9f6e7c26c3d41383cdfc41f266205fb11d2624b6b05c032	11
taxon_6c3a356a560b79b51843afff2f18c03a3ee37a0a4f315419e2134ab64c369623	11
taxon_6c5c8c42043e3631e35f09365cf14d87eace2344380e30d73de6b1edcda18713	11
taxon_6d305eef9569bffa4890f17950b18d707a99e2bf30710b483ccd2017c5aef2fa	11
taxon_6d3721e7f058e6799a7f448419bc38cf27dd855fee2299d430023a5efb9957c1	11
taxon_6fd67731dd0cc8a712e8fc0264e5c87bbba901e7cf787fd73fb097e319f1d1e1	11
taxon_7099abcddae6aca9bdf769b89a5117cb24bb96e06448740a9b8fc7b5d02bd76a	11
taxon_70e57ce813ada203d39f9cc2bc4835d31ddf8447aebb4dfaadfe0b466876dcb3	11
taxon_710585339d9c5920ad6db067d2a98fbe0f7c18e80cac9b1f0f61483bf94c02dd	11
taxon_71b426b4ca553b72787fa5ff99084a9ce1aa1c465f810358c3080da50a585090	11
taxon_7280b9d42d5f60d05d8f5c663ce627c144439a2a168a274c2824ff3419dc9de2	11
taxon_732a0937a911441bf683f8556bdb26c810600adda68452a760a3c12a6da9fe13	11
taxon_739ca617ac06faf586885f9a5b54e0a345648d2a1b4a3f7b74395208a8a9ce6e	11
taxon_7402b07d73871d227fd05d8c53b1f82cd88344249a7e8a50b3689764bc231cb3	11
taxon_74cd19563a2979b56aa0b1cb04424f3ceeca33d33d2b808d0e086bdbabfad9cb	11
taxon_750f15dee10c3a572ae31300eb12c14672252ea654fdcc65ccc3ec757b3f9e87	11
taxon_75473031dc4774ecd79d4d80dba55685e44a79c0c90b2aff263cd7431414ae0b	11
taxon_76504dc4bcd214bb11d911c9a42561d07cea861a95d6ea4d43beefbb1c75dbbc	11
taxon_76e11ba22538b36bfafa3bec4c277bdf14dcda4a4af9477a78db013ce85770b5	11
taxon_76f363b1bb89ba2339ecb3e11f3d27c29f01a4121031e74e1484939a831d874b	11
taxon_776badcdafde3021450a2e533de1008911015a350768616f782c41762f262818	11
taxon_77dc8bd0c99c8f1b7821ccebe2cbab7d29c7159e0de1b36c714173c5d188dcd0	11
taxon_77f452e9f4113b182d82df830d1301d1fae62b037d59725be9098bbbffc34835	11
taxon_782c8c4a7ff00c28a21f4b5654f2d5ce20683dc1adebb697a1e6d826137763f9	11
taxon_7896067fd2b3acdda0f4e73b49e5147cc4d71b18c92b40806c580122e048e982	11
taxon_792edb6557af651eab1cbb90cfc79747c2fc3098bc019a0c0da62947a04487ac	11
taxon_793dfd222550a036f75ce9bc56d13e158438faf3f60f96404be09a1f8967c09d	11
taxon_79726fabc1f4b9f5f932d0fdfd6c55b0083fef4d6ec7145615916dc9e82b0cc3	11
taxon_7994d0c25d66bb3def0bfa50f2118df8ac58e5942aa0ae9a80a6d8fbf019c29e	11
taxon_79953fe73e7e4f8d1118bbfd1bf825d8d2aceb9a6860797e24a71db61854ec43	11
taxon_79da699d4372b57e297986da7bd7cf8f657243ef6c5fd9d1014ce5bba672c87d	11
taxon_7a4230b0e1428558ee83601a2660aee640fee335652f3de01cb3ecc30dca3520	11
taxon_7ab24a15a51abdaf2f64b27d371094b8b3a54ebc908fd14499a62945534db6d5	11
taxon_7bcbeec727bdeb1d774d67e56b1a6fe6d8d6a1bcdb690ac3101df5d2766d1c4e	11
taxon_7ceb82d71f944137b460b5f8a4daea9dcda418a2e9437e285d39a67384d6dfab	11
taxon_7db418defc5681b345c9ad102023cc44a3fa96319b3d58eb146fb8d17601d9aa	11
taxon_7f002e1e052e4153ad4299f2652c9f9cef11ca24c4bca061a1f164e3ab74fc9d	11
taxon_7fd1f4a9f8db428c8e8eb91c6f2029c3d292ce2dd1993e67d58a74db52eb6661	11
taxon_8041957b05d7d673bf469cea285c388f4422295673bbeb389307cf83cc56ac08	11
taxon_80878f4cddfe554ca7c77184a1271e353e31daab0ad15c307352e251fe2eedc1	11
taxon_814beb1db2214150100bcc3b83e16b3d906dce55690a4d03c2d5f302e51a51a0	11
taxon_81c49082f4643dfcba22dfb515865e9ea34981923a9b09b404d26f7cb0b44df3	11
taxon_82bb3c5734c0503b75a5cd575541b2ff724a22508796a93aac410023107e3ba9	11
taxon_84dd8a1cd1f1cd2aeb80d9fba64e8305744eb863b69366bff7cf25a5a3f98309	11
taxon_860c94c5f312481d41c250494eaf7e480af02db7e31e173672ec868d63bf37f0	11
taxon_86b393d97abd48f5be241688a2c33ecee8877fc83a373060a492df0265974247	11
taxon_8751b16ad067680e87eec1769fd176f9cc66a02a31145122e77fd1a12495b809	11
taxon_88935a4bf2cb15f50c534dbde30df1e1c620642b56f6f29c0a8dcb7075c05d51	11
taxon_88c9d605e1b461f9231874215d76de5fdba34eb97c1cea2d36f52648174a33b7	11
taxon_88ecec85bcc11458b0d0d64d55c2e76261882d3b55203112916fc20af1d92fa0	11
taxon_8a09f703c9f31f6802f9d4d7e3d6c9cb7967c4f895e4aea951e1c6c39808f2cc	11
taxon_8af5209da8eadbece7fa10e3bc2b924e4b6d7431d47cd850e42092d1c1526b11	11
taxon_8bd7efafe100e1cdfb3203bec004f084687453c6216849422cdc80545c13cc67	11
taxon_8c17bcbeb67d90f1eee1cc67bdb1a1fa1a14318242173819b08eec31f2b9ecd4	11
taxon_8d4efc997eb5c856de2fad1fe5de10a1158dd5d0eaa755b9ea8729ddfc735300	11
taxon_8dd1330488e485be4db50455e47a135de0676f23eb8ab2fe66408caba0c34438	11
taxon_8de3f0d60c3c4aa6de8a8e2a80e44ce0ff8850f7fb5fea08b1580d053883e50c	11
taxon_8de90ade54d484979c53442c643d5bc656fbf81a2978a5590d943806b0f69621	11
taxon_8e1a7cd5c26240b8428ed0be5b48d7de5f3398c991ae5219c4fd309f603545a1	11
taxon_8e5be7d08073f68ba458a1c002901c17b19eec7e456bbf0af3759f3c4cadaa09	11
taxon_8fa50e4fa99d1ef292c8d9cf5a1a4bb945b6e1dfa3f3ae3563ad00a485cb5d27	11
taxon_904581de24284f4daa0e8eb3e900237aed4e36c0604ece2ceb3a1e211938fe64	11
taxon_913ed8f1540cf0cd83d2aa163790ae14f4fb7dbee02fee3ea044283b89ae8a33	11
taxon_916d555afbf346127a1cdf74dcd392b0d4a3d5f4f83681ee323e5191cbaf95ac	11
taxon_92d32ab73c3a0254868ba97a55a12088731b437df82cd73364e9bcd3b5b7dc01	11
taxon_96ede99e499a52e9c9694542affa2c3239a9f8c24525e9929faee9f96d82f542	11
taxon_973418a70a323e492bb0c3493a52348b138c85bc8ae4067337190cd5eba86911	11
taxon_97d81f405eab5644f8f8662ade9c9b97b5f4bbe6c296f0217368a03f9d1bec83	11
taxon_9859e527f977ce82ac9d4e8da9cda24778522e328d2669a69edf33691298a725	11
taxon_989934c0499abd5ecd77cfe384646001e66706e4b9afb4108df2c4198a523523	11
taxon_9970335a474728119d30b26578964a16220d6679afe24c09028a21f4ce89aeb7	11
taxon_99e6e86fb35222ad288a1ec7b10d8534a59fb6cc6a1e254678b8c37843248c0e	11
taxon_99e9a5e4c84fd8be47364419cf11f0aff89db80db8e3d3f47d71c1ae54bbb63c	11
taxon_9a27a84b3697f5617abe2ec2882796dfd4805eb668128b819a267be17ecf0626	11
taxon_9a426158be25f4e98a561cf2c366968c78e563f1f320ae8f81879eb0968bedc0	11
taxon_9a7cff56aec548af2e42f2bc6504208cc474e636794877f32220aa6115a57619	11
taxon_9b7b1acbaebc24af9270208e3cfce51587efe1b1259eefc2b024c10f9558dd1c	11
taxon_9bacbcc3bfd7ff1257ad60d7f71e09d24f693c348987c006f0b57baa5342bd54	11
taxon_9c777ca2b9092174a49b493916b0240193f839b062650c4f543a8b604af325c0	11
taxon_9c8e22a08860743ca27b1ce60db1b9da57574222dd795e6e38e55f8e5b623a07	11
taxon_9d31c4e91340e37f5e36bbd4bdca95fe8e9db038f4ed751d2c4639ccacbf6f9d	11
taxon_9d7e153735bec3ef730b7fc1708dfb8bb3acf865c1c1a54914449da6a8f01dae	11
taxon_9e0f32d537165dd0329c6cebdb41235c84356b64d2355f04a4a895e25b269c70	11
taxon_9e76ba3a8ca8a613cedcbea10b9c6c46be6e0f1b9a738278554a751423ecbc1c	11
taxon_9e8ae56e07386f5447f0dee06f3fca751ce496b2e7d30929d3e3b4fd8d093726	11
taxon_9fb25a8162de2fb47885e1fc05efce7180123726979cf4b900b05b887469a55d	11
taxon_a02ec60dc3298244ab4197d994a13ac5a351b9cb7e2ae55d972611f1b9eb0517	11
taxon_a0f1ff697d740dd8af764d40173da39cbedea542e1ae4a07e06245923a07d1d2	11
taxon_a34e60ba93a0c2f0fc778c07310faef6e3a71b995a94f8c4669c6ef247b503ca	11
taxon_a4a666d7ecf0f7783bcb39c87a9fe71bde670b3cc952363b80671ee46c3a6afd	11
taxon_a5339a436e545c292ded52b732a6b91ab14dd343c19dcced38d3613ed192f2f8	11
taxon_a5603760da5e5d34a386514579def351a8100c742112b03cbfd0f6e69cd94dd0	11
taxon_a5961d71833994a30d6ee15a1005af5c1f282bac6d2b6c4a173b66702a6cc36e	11
taxon_a634f235a0ed6df4d33d9c8a33ab56b97e861f81dc02bed778a8bf3b2ac95510	11
taxon_a6f049f266f22bab0d3f13a9c812ed5a23d75772d012a81015f2afbdb00656be	11
taxon_a6f28496a5e845e9becae4bf8b5315478ebd9db4dd670b54d3c5a7c7544f4138	11
taxon_a81f18f7cd681c0b011eadfc80b6e472c8fafeec33dec44c0aec8e1a9593ecc8	11
taxon_a88ec32241044872d3a249ae85ef40ee154f20ae108f67929acaf77da8949f8a	11
taxon_a95930fc6e121b4acf0862f71438ade53835d8f6b48833bf61c0031ed45c9864	11
taxon_a97195a53d9559a697d9fc0029d374dc6fa6a02b4e3547009d71a6c184a5acbf	11
taxon_aa334c33fb9390220feec734869ff17eb4fc9462518fda365e5f280804fe641c	11
taxon_aa75acd17d00008c566cfa170e4578d8988fb073bcec420325842279784d2776	11
taxon_abccc6b818f1130028a81db415e8a636cacb7473858161a0f559fd6401ffbb2c	11
taxon_abe49ecf104acc566c292e66c11e837d5df2f3e86a03b1a80ce55bfb2c298706	11
taxon_abf0589daedd1f308ea6fc1a0a7c828462ee2577dd8e7cdf7db93654b4196563	11
taxon_ac0d33ae4c12a50497ff7b65709b666dd54c293875e7e8d42eb69f45be1db68d	11
taxon_acd7fd3102062655220484398e55f4ed60415a6fc472809486ecdf24ded9950a	11
taxon_ade94b946ef7b967fb7e2fb23a9aeb305befdf69c378f7a4ef6e024cf3866679	11
taxon_ae5b9a9b5c9b8f66cd8ace52ca36930132ae60ad6a328abd04155b8bff093591	11
taxon_ae96e9d33078038da6aee6adb5438071b48de913323c968156db374d6d202ff6	11
taxon_aeaed60b9bf86c1479172a97f32be4cb246c3bf071c9b85aa4008d35d03ef58d	11
taxon_aff10b960a79dbf6a214142b760cd133159e71bfaa999319914fbe7ec9162dc6	11
taxon_b017c6789616527437a3fdb7049dd597a04ec86173e672fb6547077a49b0968c	11
taxon_b160709fa5276e459adc244390b21cd4f5d0d23fa99ad982de248d03a3fdb9f5	11
taxon_b23e986c8d4994fef4176a05922006159f9f56ebfcd1b91b60151cbbb3765409	11
taxon_b317944a94a2754a44d6eef235f213d5656630fa95bd47cb5c6f47aec5544a92	11
taxon_b34dbb4142c037367d84358a75600138de31641229b7f1ee827687e76e1cd006	11
taxon_b363bfc4dccb8684606bc1df0e395889b1c439fa5a0285725a62c3ec667bb527	11
taxon_b3a6d8b44dab29ddbb2566dc35114d1b87e9e181b205689c047458eb1ce961db	11
taxon_b3e81de28d1521d5631afbc6ffb0ab18e1955770902ff2fe2805e7a7f7dafa6d	11
taxon_b421c2a8410b71bc5954f5962265485a432567f1f8b47a5776e23c7fd4d26753	11
taxon_b508d13cc7e6752389bd34a9de5fef9351bab84236d2126d37dac720eb12e751	11
taxon_b555664d673afdbea8c610e62e1063f1f91130d78a99c53b84f034e58903d345	11
taxon_b5640ee2b115d95d8b303404d94df2d94eeb26783cdb84aadd1add58ac563ef9	11
taxon_b65b474ecf169e31b5f26922cbd78881b146553e4d1acb47b1da469b9af11640	11
taxon_b660556f1a3a49395ee4476888e16d8da93c8ed50d2a7f1779e4d8fd83674cba	11
taxon_b66fcee592b740ee8e733a2698b42ab0b56ddac7b58a6086a656b54af9767603	11
taxon_b68221d75958f5090c92a5665439966e56dfc88648aec3a3324a784d3ec3b9bc	11
taxon_b7efa9b2e74fed02601b0248a9c76c037478d0a928702ecb73202b7f82d85dfb	11
taxon_b89abc245c72d58203c5dc880abbc3a54ee4b86427c3ce391b93db05591fc887	11
taxon_b8a21811be5b42bfa1718a2940c91980f67047022b554bb9a9c86b0130a92d61	11
taxon_b90c25e7422d4db0d2515fc9938b1392efbe8c20cecbce9cc646d47d38e5c558	11
taxon_b92de66fd31052fdb665d058e4a790ff5f23672a50f2fedf4f52b1d5820865e7	11
taxon_b94a763dad0fb5e4b48160515752f1f92699606b4670867a847c9f3868db7e5e	11
taxon_b95798bb8dbdce60685ebcb4462c48dbd0890769b9aba09d57f86477c67922cc	11
taxon_b9724869bc7fe861bc9881f5cff37da29c747a83bd998a503489f4721626c268	11
taxon_ba07dbcae6b9ea5e502886ecb3b07b9194992e8840fe5636f50bc179af87d127	11
taxon_ba3a6a542c47ee22701e9169809601e47f7acd382eb0d91d62deade429b637af	11
taxon_ba496b5bd99e6a3fa56b21a29d01ad8a98dedb97af04d8decca8841ed429a0d0	11
taxon_bc3987f307bd7755ab43d1e7f6a5dcdf1412d3105e550b65176aa19acd325150	11
taxon_bc5bab9afc3410226bb4a072696f2dca0f0c9159bb7d16a1cbbecf98d6290cdd	11
taxon_bdbe2ea22735910d47ffeb8f3c33f1e425b94820b74fe901eaa7bd3247df2ddf	11
taxon_bdc51dcf412ae12b431cb55484e848d89937bb7e2b28d8aa21d44de09f19e750	11
taxon_be05c25abfea69073cef1076a6248634361672a52f40e511ca9df0ff3ff2d152	11
taxon_be49da1668e970e04430fdbb2669c35aec4f6349da8851f56212cac79a1249f2	11
taxon_be966740ab0e4417510e880077c3885875183d072bababafa425b3f19c27cfd5	11
taxon_beb70345228b1eb8d3f270a2ced55ffc92a841b391be13798f290ddb634c199a	11
taxon_bf0777e92c717a5191fdccab71ad4c6b45e252d7a452a2db12a38763def53d89	11
taxon_c018853d0352079e672c25d54160e2834229820673028180b615d14c387597b1	11
taxon_c11f6d2671d0cdcac7ccbad0225dff963f5f4b18214ff119232ce634ad549849	11
taxon_c152309ba6d909952dd4ea81317b75c668cd93af2bbade3a2ca2499d424c8fcf	11
taxon_c17ba0c6a2f3d9da3be5bf11bd598a68e487a007602cbcdd869d2d9ac97b04ee	11
taxon_c1917e7e2d6145237b98e6e3e046bcab30f9d0d31ac8f9697575358dfe228798	11
taxon_c23534c26f78a15af0ae371d33455622b5ddb93dd54a49b139998ee0df96b59d	11
taxon_c28e9d5763457cd1d41063e6d3bdfab5699558cb5936327f3de290ef5caeec20	11
taxon_c2ad5debf71d226818c33f14464c6e8c9127b7590bedb179ec471e56af1e35ba	11
taxon_c35a41b916f12c0a35a2fb684e033adf27ec7b422be808b1e6e7b2d04328c338	11
taxon_c3be6a7a8ca37750a18aa30f0f156f95df5f6c5bda2d54537602040d61d3bac3	11
taxon_c48579383ef833faf948a12393f19cebd61556d058d5129ff85c7d4f32798e2b	11
taxon_c64d7288934f56c0c9ca26ea6c08c474f80dda631d1b302dde4f28499f612434	11
taxon_c6f56daa05c61ec333a52579095c06b9426faacc9a857081d65a2dbc195dffe1	11
taxon_c77b18dca91f2f03b989fee7dd1c19b21693e8b5a8815afa2a7758d97e261271	11
taxon_c79b5512428d5e6863ea4ab79a782f1d348aec7eb2de64b830f8955241e08f28	11
taxon_c8076d4945c2a76f952f0d3d069991f9b98ba47eb7d06586f4f94bc1d7d84ba4	11
taxon_c84b693de9b68598535bbfd94ddfd3a043acad9693b74e659114f4adf83e1d50	11
taxon_c87512250b91960d15c70898c50921eda2c547affeafeb5e8c80ab2b31adc3a3	11
taxon_c87cc7df0bbddfb9c168146b721cc9196ebfda7ce60e7b454fd2c318537c75b2	11
taxon_c88bf0217f5f8517c56656e5db2d3e41374ba035db02af0113341bc2acf89d3e	11
taxon_c8910fab6592c5543e903fd7cacdcebfd151b15945db2738b61fa42e71ef9390	11
taxon_c93582c9e8a6623e9c2fb3ea2ede1b2fcc6681d0c7e3e6874bfe6b01fe18f01d	11
taxon_c98ec8349eece4d087f8587643fcdae60aacb5e5af014bf643eaac3cb8176967	11
taxon_c9b4c6b3d0f4a144ac6c97da7c63982401c4fe957a6770ad31e84207ff2c238b	11
taxon_cbdc87c5a9ea8a2dc9dc27f22331d255a6d479b9cdd7cf69436c7fdc76297da4	11
taxon_cc885d9c75018b87e898a8a524724460176c3200a88d001e89074f25ec741b6d	11
taxon_ce215798429fa841b78af469e8096f1cab819f221b8d86782ab781a8dc0b2cfd	11
taxon_ce92a236e715c34e2eb29d5187bc5f404d17d7be753634998f32113bbe6e95e0	11
taxon_d0a4c8c165c6f792655c5494fcc8f12b2f6fee8d904c4bd0224e382a706ecc74	11
taxon_d27618513298c6edae0069fc77f155e9a12aa6dccb3f81b7e3190c3117c413b9	11
taxon_d28bc79701bb2f8b263aa27b5114c3fc6b3370df4062ad1d3ea8fdef4ffde2fd	11
taxon_d319726ed6b5c38aba56dd21cd6f453efad67c71d7951278ef277a547191abac	11
taxon_d389b7119d6f65c4089ee7b943bc43e7fb79834cf17ca923462bb5156da7e361	11
taxon_d38e8c577a2bfde13b0a393a7734189a9520447ea588cf59ea9538998dbe77e9	11
taxon_d43d525742250059f0751efad253ba214b3cf129d0c8c2b2c8428d98f2c3bc40	11
taxon_d4d316e59800366d8b20995077af94259f3b12b5a5984c14fc8fd57ef61c5af8	11
taxon_d5070f12d047bcd92a754fa9adbd7bc6ed702f27fb7f6954baca83213217e671	11
taxon_d587c4767ac311b35ff4258eaee9abc377171d51afa8aa5cb2137d74338bf033	11
taxon_d5b3d29e595ca2fcfcecd9f872e2b1aaece0b9377d0eb3d225eb74a6a69942d2	11
taxon_d7ea2cdb4c67ec2ebe4447def42d5ba30fa82591b759b750e49c1d9ebab1f48c	11
taxon_d7f310d4548763c3b532e003c48466144da68014a0bc4b812d6a2f543db50f4e	11
taxon_d80fca513ad10eed14d8b9ff330115720985c3aa69a514027aff6d2d40846637	11
taxon_d80ffad1b7ba1c61578eb3e40498ee1b328c4663b2baa70c46092c970d23ebab	11
taxon_d87e4944e2196a48b8c7dd92de04a1065158919857ad01e00f8ca422e0c9a1db	11
taxon_d8e31828b58bed069dd482c42086f189417dba56c910130d69993f16cf81d51e	11
taxon_d96086d45c6bc223d0aa0c03bd77b71e133f269753697b817f0e29e5de211c48	11
taxon_da06a5721f664052778521ed9aebe20c3a4c3589aa68f9a2e9b187e6bd67b713	11
taxon_da1e42eb0998da5f75c9e0d7fd0b876fdcc4c1a2de5ee8a44588b9686b3193fb	11
taxon_db1ab6bcdce30aa6a023a28a875617a1af7a2756c5aec97b5bb92e33e1a37ffc	11
taxon_db2219018ab3b3cc268c607a23992862fa994c0a9665190cd243760aec3bf44c	11
taxon_dbbd20ab0e4311bd2a7dc9b3a8581888facb225166775130eba5a8714a296154	11
taxon_dbf76fc0f686a8d209be6e721d18e95f27b48ba3a2287ca102e735e91ab34547	11
taxon_dc5e658189b602f271bd42375c490e42e2550c6f9c8d4b9959d29c6ae8252b24	11
taxon_ddb6db7a123cfed28a33d1f24bdd608857f46992230e18f665750c1e51d22cc2	11
taxon_ddd6a37a7d1847f3ea43b34c706ca1872c7326c5947d69187166e66c7f47ebe7	11
taxon_dec8cb254dca591730b5d4f0dabdbb8f60390861b0d67462b9b1887d974b66b1	11
taxon_ded4ebe4872be3e335bc4ed4e427b4ddbc8e4b6375bb77aa66c72c7ea313c0b4	11
taxon_dee0208cbe69ce1b279887570a362288fd555fb75e7e170636d5eeeed16fa554	11
taxon_df426ad6f3b1b9059bcfe666273f291e2759feba14c62d22c772ea7838d96991	11
taxon_e01146f0b152eb1419d42a1b89fc70a79a3f3090a95d61395ad9ff432dc9b59e	11
taxon_e0595b9eef2b9cf15a1d893f3fad1a311a2f0ea6f1031c6ee48b6ae844c7b0bb	11
taxon_e0db21b9015f7a11a46f985ba6ebd78ece1a738f6be03bb97f6deabbc414a069	11
taxon_e1056d64b75b71d57373f96baf1691409f293770afd35450998edb30016addfe	11
taxon_e16c6222b244d8b084e5cd8ea29026a6cf0b16fafd83c09e37aac2c6631e1203	11
taxon_e1fd4f824d4a50d7f92a691cfbc07c68ccba90b51a0e16ed822693ef54608c7e	11
taxon_e28cff598ff989a6cb87983e478b849b615606ff9276b0ff7acfd4b62d722c81	11
taxon_e2e57bb67e6d4f033ca5de509db163d331b8e0c8bd4e2e1ce0fdc21e2bd34544	11
taxon_e2ec9957778cc468beb0a1ec71343242e446a00276403f6393743595aec98bac	11
taxon_e3cadd214a3db9369a34cebae475d6aa8f9bda1f986ef4bd418b188e1dff4906	11
taxon_e408e828fad94b84de6703f0e9ba1d03bd9aa8bfbc425324ee5a93f28f6e1b35	11
taxon_e437d648c3dc7425a422951f2124695ddcc7a6a1328b2de569f9545d412367c9	11
taxon_e62edd0892d0ac7dc94078d4f9e5f705ea12dc5f74cab228d200d7bcd6451d53	11
taxon_e7c8fcead4755158cee66f9a4c33febf22508772e16a8be3ab3f951b560ba995	11
taxon_e7f1d02fb85f7447d25d58719de596a353d33a439432b5b572281e93a4d0db73	11
taxon_e9e6a868a185bc1ec6144c45251cb0989c4888930796bf8598ea1bc3d6502b51	11
taxon_ea5173bac6da85fa3741fde77ec84bedce2668ba6e077a3078bfeefb11398eae	11
taxon_ea6cb450b2b972e45f23c5f69d48900488cf3c050e56104fbd2011334b5816e3	11
taxon_eb3ea1d179060cdc86a8248574e4a15877fa932d3b7de2a25c543e97a6cd45fe	11
taxon_ecc3c183f23ef6cc62070251733c9a28610fedb793111d0c431d1b76b15336b6	11
taxon_ed46c15304dedcbaccd9c512c48daf8bb8e2a795ca5be85a6d7f4d24a17b78ff	11
taxon_ede0fe851db3888f0ff73c4052be4da9ad0e59a9913fc459ddefd55e48ac94e3	11
taxon_eef006ce0c7e255adeafbbd76a56fba1c36deb699f83ea8cbed634039f37b670	11
taxon_ef7cc30a3080fab65ac51423225923db4572122f5c847cd4a8c26ae2c217cecc	11
taxon_eff7e9db34c973101d90e0968eb8df9e4908d7b95372b8672b138c781a96f1eb	11
taxon_f00386b4cd07d3f3972fab6023fe64dcb9ae11fa72d19159de8b82fdc60f2214	11
taxon_f012b0e5495769d2b95a95bd301e2e2eac8295a9973dfededf15bd7b396e145a	11
taxon_f01cf2fb2a283c89f9060f32de55a6f28fbe3e84c5f0a5b51ee74cea2a9b101d	11
taxon_f2de2a11d6487ffd90024028b8225ee22cb9f78959cfe2bc219da20ab7727652	11
taxon_f318d14f64e382b9fbef03349d1cb4c2628132cfe6970b49eade2baa70df6100	11
taxon_f3a46980a41ca2789bd5c430d1bfe078dd9d32adc5c87025d686f8a0e4112efe	11
taxon_f3cdacdf50c261e8e1f7637935f0cc13b7a3c429990e8d72044167e2af613b8c	11
taxon_f48d1a0036617b0f84da8ca44058db6ae5e91c77a769be847504845da9b091cf	11
taxon_f57126aac108ec0258a5684725d84a05e9a4ef1cbeea0d2ae385f230e03e8a94	11
taxon_f65e4c95f46686bddcfc94f7abdd49b78e72da6e46562aceafe19b69bb2b8fb4	11
taxon_f7945c83b8e977c173791e7f72cfec9406f0b44e5345dfdca1c44560dbdc0c1f	11
taxon_f7e4ef76f170122bb20c99b0d2a363dcddfa74744250335bef4f221392d19b3e	11
taxon_f850735cba7bef4e07284a12b8636306088f8856975af85f049033ff7cff58a1	11
taxon_f86f6ffe5dea0b2a3d94b262914bcc237e2d2ac882f07c90e607b2e784de2445	11
taxon_f8f9159f4d8b47517f2355f2e1107cee6c649ebe70bf5406fbff691d1561bebd	11
taxon_f9559fb64252e31a99e6484e46fb598840afb963ef4679bff2722da769297885	11
taxon_f95cda6d4258c4c0a35a36243f2b12e08111d2b7f519db9cb24645663c11da75	11
taxon_f9b069ed2082307d560f19c90425f4d57820bf1bf5ce51c56e9ea37c049a67ed	11
taxon_f9c5d6e558e0dfe9a66883a7992577e35d009293ced478f9c4ea861ab6d88590	11
taxon_fa3fea54e066aa7d1cb451865dbc99d11b7294d1766b5d150374e64a95fcc993	11
taxon_fab70732a4a504c2a857ee869b2dfcc5006f2d28db0a4928135a7f5cfcb60630	11
taxon_fba7aae7c3fb6d5cfa47aa6d71bfe6538b3632556692ccba6cf9df12f1020d14	11
taxon_fc7789aefd2dce8f7233d0b19f9e8cbe38d9040c33a89413618897c24141ec12	11
taxon_fcc59ac170fd924ab1e4dff0d6d1c2d11430bafd05be3e14f50d7c7fb3f30b43	11
taxon_fd27f2b451839073af75d845b2f1458500f64045db9c72341535a4270292d327	11
taxon_fd3c904318a8825ef60be3df127b7f404e7de54e01c082ee43782ab774260eea	11
taxon_fde4f8f5b8ecda0fb631e404105cbc386b0c6476206fe4b8eee46504953b7a09	11
taxon_fe5f26dd902efeac87301527fd9e0f0b2378a9b22b9857f73ddceca0ab4bdd85	11
taxon_fed631d44e3b4697ce15f9a34789bab38fcd261e512527d382a3f59144e9590a	11
taxon_fff4576906bd1ab6931a0069b7b9f542f081b63a66e72a92d59c29b27efe6e25	11
taxon_005f42a1adbf2aff686de9ce20aa5d670f9f4012bb4d2e2cf93fc1051a0e447a	10
taxon_005f77a3e7aa3797692ee4e68c95a8f0a860b4b2a235c230bed13d030c937d9f	10
taxon_00a21e583be5a2512bfe03f78f2fa36c2a7d85c4895aa9d745b8e1431fb13d95	10
