treatment_id	n_terms_above_5
taxon_d6695ea01d78feab7e78db36edd23bf72ee8911cb4dc59f56e3932788080d4fc	44
taxon_da5224306beb79caa472dcc6c5493751e421862f04f4a7d22401fd16b07cb0c9	44
taxon_df296471020ebb2327d9725e73acc13e525451f9bfae7bee8725677738eb93f6	44
taxon_e5edaacb976d1d5101ce5763c687c37c95c559615508056e71dc8dfe6c88a07d	44
taxon_f322932f5c6da0aa79d30944c8189f0a6daf6239f5e8dd797f624c732aa9d841	44
taxon_fd44f075300e2bd9c551560a786d0b9edf543fffd3872357465154fe69ab164c	44
taxon_fe2a76755daa4cc36c536e7bf1039e8d040a19b982fbe989b37b184cdfe2bfe9	44
taxon_fece979ee8acd833b6429af07ac98731a9e02396f45ab27a16f0edbc44158c5c	44
taxon_02027e0a0795a42fb55fae04c7b9c26093927381d726a63f500f864ab68aa549	43
taxon_04b7da4b57c2bf032fdf1aa90dbff84926d169aa5cec1c07387fe158ce970061	43
taxon_0623c5fd9ecbfa99402ae418772e3fd1aa374da143e9602bfb287b73b23b6c42	43
taxon_06a2e0eaf30af69dc224a822e0413b423d661671474e0e5ed2a41e179df7825f	43
taxon_0b15f0dfeed3d5af8adb1721ce7b239a492b8847aa16ba386f26a39e3ee3f5d6	43
taxon_0ffdcfeb15d708523697c9dbba508946651099589fbc866677ec28dff3c1a24b	43
taxon_108a0e1ef24eb9eccf305f6971b49e9129cc9b92b52182b0a592ad0e4b083257	43
taxon_23b8a57b094b0f279aaf4b289b18a30548627c560bae4db2714c0d63f9a58d15	43
taxon_25ae5343b2ed54f2711abf4236861de81debe6b7119f73fdfd3974dc2c1834cc	43
taxon_28223ff7ffc40b84ce1e066791a24c33e23239845b1149927bae07be544263be	43
taxon_2d64caffaedfe5e66a2775ccb94726be3a459aa11cb1db2f3b59968fe6b537a9	43
taxon_3c4f5e06fd29bfc0160d2d98a51ac08328e95c4431ba0f5313fcbe22b4a59ffc	43
taxon_4234a0de9bb59c67be665d39c58830ff26c3e67f17f821b17341e660d41bd8c6	43
taxon_47b820a4fd3a64360ecddd00ea29b4abbfba663981aa6c6c93326e6c70800c8c	43
taxon_4af4194aa8b3cd1ec0adc0cc9096143e020af5b1c3468591ecff781a88aa3985	43
taxon_4b33e34b0afb5b7d7c93f7241f424ffd684ad10fe04457d1aebc0c07d97ee246	43
taxon_574d9130622adf69aa86e26c3a4156e47d3e439128212a7e51c16f46e96c7eff	43
taxon_616894cd7594a071388953db33b414a42f2c9de3ffdd5b404ca8de25240427b4	43
taxon_63e638c9793d274fb7826be739e9fb5b944e6017bd160f9d78de096f49f76df3	43
taxon_72f0aa924265a5b60ad498328d1dddd85f3aeac644b088e4c6d9a2bcae588a36	43
taxon_7f1e0f71cc817a22d8ee484241b3dedc4506047b220a777c2c98f9d43b4b6673	43
taxon_80f876175237771dbe07810c12244c6ebf552b06953ccbe94f373ee5525178d2	43
taxon_81153ce60059e583bd5b0767069b0164bd004ee796db2f48a74a91c433b77915	43
taxon_83206095a352737d44dd40e9e29714e192d5228866ef0ce4b46917bc2f1cb5a4	43
taxon_8c23cf9822e1d8db6996d8bdee4b131d1cc8dad7d4238178a6f685aeeda5e38d	43
taxon_8ffdc7f10bf8de0764c974db0bf5bf96858831ffd74afbe878dbb47fba5c233b	43
taxon_9647dfd4ff7d19819dfba1808ba3197f1cd3a5fce94d12f3902df9148d061a90	43
taxon_97d5dc438bc179a9d1ca98167d33cc9d51da00a243ee9b6f7fa2ebffa7095b91	43
taxon_ab0ea7e8d8836bbde0c4959b305289f2a44bf2c52aeba5e2739ec4b25448c2c0	43
taxon_b149818cc12bd8ac352818ab2e398b4f3c0518b4331f6ab6fe48f4dd5b5af1b1	43
taxon_b4a88494484488661e0ba186c0b5867b0328d47f4719226a789a967db644ab56	43
taxon_b8b90a1f78c3fae1bb50534dc2a63923d2b5f3e98054cedfbf681c2ffc6ae17c	43
taxon_bcf6de0e706b3d6b9569c133c62fd6a02a7d1b656240161bb21ed581f511f508	43
taxon_c0e2a6b4fc77314a7237682d72c26e4ff0b4873aa0d7e05fd1cbf16bfb2ac973	43
taxon_c33c2a6ee29a1e88c257360ef232bad1b0128427ea5275eeda8ed23f6c765f67	43
taxon_c6fb28b2bc50480067b09f9e440c7cbaef3c1cbb63a0cd6c0f510edb8865b5d2	43
taxon_ca62a883a4d5c90a3e5e7b93d76ed558e63be792b6377ebbc4c59881a1999033	43
taxon_cad25e190fd46f779429af81551e6e99f6fd78067cd70d926e73a5497e454368	43
taxon_cdcdf4128be4010963224d506cc1f18fbe796898352eb9fa3511f7be27c07b74	43
taxon_d7a17eb71941788ffe82d1993189bd52e7a177db9c9f32f2faba31a141c8399c	43
taxon_d7b1f0d50385fab2e04f6d66cc376be3474e6d637ecc6bd6204fe4e2b320645d	43
taxon_db112363735433eaa3147da15349656e7b717fef669d012099d8eaec7b2ada5b	43
taxon_ded53e9f1e8d7e47f977ed5c3b972f427f1c1c63416d6e5126aac3b0697fb034	43
taxon_e7747bdf2fa82cff4e7210ad1c5bae38fd11f83525f9612e7025a298d755a6d5	43
taxon_e9e6616c1bc1ddab181b95c53701e8fd43d97eca3335d0fe1cbcba4b39f864f1	43
taxon_eda9dbbb8126f34ae050b4ecf6f00e954f182aea935c17687a4684e1d74e3ca0	43
taxon_eeb40669453b0236e4508b365c3803416971ac88e5577db16792ac560325e672	43
taxon_fcd8e5d38c3e3b08579094e91f59753b9c2886dd5497ea46e1eafdbb85aac355	43
taxon_fdd99dc866a30f5273b512e645cbf2e2d4fdc25f8a2d37af1fa4692d7c000798	43
taxon_0c116070280208cb07c5f6696e6f4fa35fed8f30f1a13608788bf45541eaf34f	42
taxon_19c9abc1ab370ff9dc9765d97eadf99c61362df54c30bdd75aa813fcda5659b6	42
taxon_1ca55a6e2af0159fb1dac1a15abc46ec8bc8b6842c372f43d34d91e1bea6a0ec	42
taxon_23ab7d4983e560e87a947cb527563ae2fc479e1ba25e6f88d8bf53e2ecd7bd05	42
taxon_281cf61ab9ea3602dd519934e2ff08f0aebf5de548833263adf27bfc97bb3d04	42
taxon_3074bdc8bf41ac5973c78f54bd946c261d3beb161a13d10b6ffa252ca0fe75ca	42
taxon_323e17e5042e3fbf370aed1781cbe75179c6729d4a9d48228a83736d40c2fc7f	42
taxon_361ba2ef2a38df37971b09ebcb977b9d6e387c89603faf568540a678d3691c7c	42
taxon_391a486954bd5c7319db3de353ae3f5cd88b90bc4e476d820ecbd6de17ccff07	42
taxon_3a8261b1ab6feb22b61d98c5589aa0ffb49131b29240ceb0cbbd09d23732962a	42
taxon_3bb32ffff60224d6704761fd66c7c1b75c0d27739e897b36abd8775bd740a3d2	42
taxon_3cf4e4ce68d1213ff3aeed57713b074b4271fd0dd7d35dea6e35718b82cabe13	42
taxon_47d81887cf6c9d4d774a1347ffa219913e592bdc678f3d6187214055f8318f33	42
taxon_4965193e27a42f0012916581cf8409d1df1d1a12baf54ae9a4e4c19091a76509	42
taxon_4db7c893956bcea5b79b0320657b88f31507697bb5ca21c982d23b7e15da27c1	42
taxon_4dc5eb53f842b103458dfc976b08620bfa9a77952e78c6e5d6b35999d189a116	42
taxon_4e511afd594cfafd1fcd61606c3fe6dd79474ce1df0c4533351df99421558ca0	42
taxon_58d6900cb9ef5fa58c0cb9e67d9847690aacfcf7d555f3b7721889cff1f4d588	42
taxon_5dd76dd329771f6a60092c67666c1e984ed40365c11f890ff16bfcea7a6ad039	42
taxon_62790e5639af00b6fa02c13489cb1a54e501704cf1682764f3d155376dd5d7b6	42
taxon_66e23b84a4b91720df4e5b12772d7e10a95bd6ef6906f189f6bcc5c49cc3af16	42
taxon_721390210d30141a68f7afd1a383f902f0e8e19404a74cc28a7af1b67c333c98	42
taxon_76796779d747cc86d2eaf66fa3bb8fd18baa44b4aaff8b2ed211507a6c45a41b	42
taxon_79b6296ec573b3dc10b0f2e4a0db50346ea92b9811548e3bb1358222cd11b504	42
taxon_7f5a92ce1f1b843ad3151a8773e78270686671d1b852fb391db19e4a80f1c699	42
taxon_819761058a1369b7fe62af20c426b14751ff9ff6789b3620a80b6d1c0c1711e3	42
taxon_8729b6b19fb92897c3b7711f276cc8760c9c662520971b0110598508d01d680c	42
taxon_899ce566146d3a411cc10fc5d9dd3dfaf2a887ed9cd4a4fda299e123e7754ad2	42
taxon_96915a4c04cec3dde449dc681846540b16ea7bbce1916a0b71d3731f7a20dfe7	42
taxon_9c2f9eeca092f27adaafeeba24bc04dc10ca6b109e12a8a5c788c31a7a86cff3	42
taxon_9ce661f8aa1fe368797a3a1955348bbbb6c006d69ceb4a84401618ad8a730154	42
taxon_a350d8cb5ce2639c6efd6bc0dba90ec08933c2d3b8b6fd8309b3318ac97c37a4	42
taxon_a36559da0ffdfc4af4226877f43f7c1c5026b5b9a68cd96800ebf64bffc4282c	42
taxon_b026e17327e2c6b3121613e70c18f9fc39cd3a7ad9ad11ecdbbe9be9a2c1e51b	42
taxon_b8c47f398aba66d89cf0c66d84f42e913572db2f422ad8e43f628cc9d6a3d4e5	42
taxon_babc38ca20d9234988061e30d41d04e2a6e876488973fed33d0d4ca5521f5d30	42
taxon_bb000e9b6015b6c0b2d3116d1815b7abf1e1d771d095249f94988a2373a7cd00	42
taxon_bb90d4cf47d4d6377f516a652707555c2d0c2b1cae29c39379476f2c7d82dfab	42
taxon_bbf0ee462e6a8cbc32f4fec833c437ecfe6fc7047397ce19d1aadbf9004ac8d1	42
taxon_c076b0b03b45e3122dbdfabf5410a9a0e984581d99601396b8157057491ffd9c	42
taxon_c9c812e46d84e8e5498e3cdf49ef610a0061ac2796da9c048e9e93ab9e1d7ead	42
taxon_c9d26983529e106042fb44cc0581dc2e1f94fd9c4d7c79e7bfa68bbf215d9855	42
taxon_ca52a3a78476f670c299c83559bf386a7d62c55454317df9dda73a9c051e5d57	42
taxon_d0a0fe81354cd349289feb47dde72b70e630fe71b8a2da9d61534030bc53708a	42
taxon_d3fb1b94393a81c72676158b95b3457fa49bf7a2cb5d698b9e621dcd739282d7	42
taxon_d421f267aee57c2e3bde507125958b941b55d4d47d5fd57ab89598d0c38a6ac5	42
taxon_dfcb06aef2773f88fed2d10ef038d3bd9a1fc6dfb18be044fcf5b581644f55ce	42
taxon_e36b56a2e41b3e3682f98f0c83fbe1add2d2edbae19060f92d35f8e6d1386d38	42
taxon_efaf31951bac4191ba424d06e5dde95ab4d9f67f71f47e688b188fbb189da9e7	42
taxon_f0a23317ea029440e97159e47e1405f8ed52a27853e675e5308e5c5d4163ddc2	42
taxon_f78397651d37df30e8a9f38f487f071e1623659f9c9b3a60c46f026f9e8c157f	42
taxon_012ecfb1cc359dd0a3a0d85e312aa30ff097fa52798917f03d4157c61457a021	41
taxon_01fade3b4a576274f0245ac2e9a383004c9287bf23e136450d0166a4562cc299	41
taxon_0279dc9dabf51a4485c9e496dff695048470863c18a94fcf2da8946b48ecef13	41
taxon_03bd77f5e64036b6a268ca6a66073016a370095f57417581d859d3b6851aabf9	41
taxon_0503d21437f9da0544fdf931b31ba7496eb915d09e487fdf4cfc8fcc642af9a2	41
taxon_09a2467177ad4cd160f71c39f50669d761a4ba0292e7c3255a161111fa4834f8	41
taxon_0b1a61c3aec89ef4dce2e483a41c65ccb9386a5faa31a1f345dad07188195929	41
taxon_0c8767caca950ace45d7b2a2b1a53a1f8db29a255b4a424bd3cda27e4f9da910	41
taxon_1186801960d467f1d424f5b1c9281cd20d5e42ca4e307b57ad70270dcd1d95c6	41
taxon_14f0f691db3ed54f85903644b411e5e060c15c7a9ec5693070f663872a788a5c	41
taxon_236c6ab1fcb793a2780543ae78674e041881ce60fd759b03922c12f7dd371e12	41
taxon_2658e4e4a975173871afec2ccec7300a5ba703c7f13c0211430a3098824aaea5	41
taxon_26f1af09b9577d54cef76aa2974cfa129eb5b19927c7b56aa0b77278a3107c09	41
taxon_2eefa48a21f0ab081fd349c44d26fe495e064c8487a5284f1a5dec19e328f599	41
taxon_32537a75488e22fb3773cd6bc3d0dccb6ec2f6603a4d332e37d3874501a3ec13	41
taxon_38be5688d0f6d1c4ba410ca349ea67c5ad0c12b66eab54d80f0f1b92802eb04c	41
taxon_409d4e0670ab7528561e56169fd263eea48ec6eb33b705fc569b8fe937784219	41
taxon_40b242ab4dd3b37f653b55157e72183d8fc52be8d5473943081837366c402979	41
taxon_5034c8ab4acff88a1136a7d0d1d03886b99a8fd6fcb267fd51ac8a3d535bf60e	41
taxon_57a772464f729194f2ee83e82e831abe1ae4388e47e04a114aedf804f4a0665e	41
taxon_59f07ecf187c91e788c7d2e9137ef8b4297086ad09a3b6d28c7bac3e34d4e5bb	41
taxon_5d3963e2abe60ad6b48f9d0de41fe200c96bea9e493ba5b94230bd6c97ac4c5a	41
taxon_5ea5a23938d96dd70396e53d321d998f69486694c96f22e60458612f8f17b72f	41
taxon_60f6df96fa10a12f36abc426f01b10967fdb26884115e0581ec4aa272da009b2	41
taxon_70f69154ea0bc299cdf8c454fbee4080240dd32ad63502fa81b43c0d9d680f75	41
taxon_744b3040367e32be501a766f7d718645d17326d3a3cc986a90c5247ba4c938b2	41
taxon_785eb2a1d4246c3f131cc8739d320d0de143906715f729303bed4eb70129f656	41
taxon_7da63e9b7cfc52a9c0734bac2c79d1df53ba94a8764b18f44c38560a3bd273ef	41
taxon_7e4398d55f6dd7fd54a116826197bd97973a3043d9116cff461af94086e45a7d	41
taxon_8234a26e16df4a818c318700767c9015f2e1a2803cbb11227e0d38192751c942	41
taxon_880819085dfcb52eae6e6a06b63ee715bc78920a0071a2b982498fce927153b5	41
taxon_8d1110c1d669490b464b151d6ade68c6aa4235b7c7942e7a86384a1db0d2a117	41
taxon_8dc51c5bea3d51a000a99739f51b939bfabb4ec14b46942e3e77fc06e546f5c0	41
taxon_8f34c3f20a192b2e325fa702c733a9dde62f00cd971dd0d4daadc42a4724f805	41
taxon_8f854ef5d67db88ea831b2019b2b14b782534b3255cd7dfd59f774c6cfbf8dd3	41
taxon_9030924f00b82ef14a6c0918b681768e30d95ed22ae67f07d31ea484278d10f5	41
taxon_9782e9545758bee0521219d0cfddfe27e5e1b46ff582a7e31f989a936f2d1487	41
taxon_a9769202f8c2757140aebd81427daba1e53281dfbdee3bfe05e93806130b4d56	41
taxon_aac3dd5540a6bb44bdcc07cbdaead741c9d9892d013fdd92bfa7ebeab912ead6	41
taxon_b18c029a761cdd906a065dd4a4aefddd5f24fd71da32bb9f5b72d8b43fe30a6c	41
taxon_c0cc649c3874ac84b515387c588437713ea1ce2da8fab926c0853016dcd7cfe9	41
taxon_cab27f936972f922d63767a31cbe1fd5a21b9577f655be7e7a7007e2e52fde9f	41
taxon_cbef5670b7811776dac1f5f0f7bdc73f5f0c8b9439f614e981ac59611ce124d3	41
taxon_cd3f19b825a4d48084f056f9e5c0699336a10df0c6b12469e1ed4d30af12becf	41
taxon_cd63becd8c028e246c39d9e3e4a95cf49685c90ad1da166d6ec347a1e91ee83a	41
taxon_cea5dbc8b3c5269e9a2ed0a2406816fca3ed3083716fd2ca593542b72c8ecb95	41
taxon_cff830adca6ab89f9f8cc279f08d7ffcec94b42e7c35092039c367f2237f422e	41
taxon_d1b4050b5045eaf564ddc675dce4d92cfe8ff3102977ff6befbb33330d00f0bc	41
taxon_d59bd55faefaa071ae4328585a9f66ee23a7d240a387002a5a290ee604cfc9fb	41
taxon_dbe44124eef294d613eed589fcd6a17be664d19d9030889b9530c20556e8e6f1	41
taxon_dfbbc5d62d80b38d017de69f5d39dfffaf9cd989e4b913bfc2e083e32dec71ac	41
taxon_e2dd7c63d2903b7957bbdbbcb5d45369f56e885288efdc969e60d32a581da256	41
taxon_e74c1389356735d0dc9f7740389aa675cce36c5ef4c739069e002c07ab4f09fd	41
taxon_e788ae52603d1ada3cc7f60e9d438809f82dee1cf3d25edf7b5796f04ba4f30c	41
taxon_ebb4c376dc510761454759c4008cae6b3b670e1e8a38f11357109c715d816dc5	41
taxon_ec6d14f3ebeb7d0e2162b310cf18ef3031b2887f4b0de2efeb75144f8a3c7956	41
taxon_ee9cb7d5e0686933cdfb626d5caa5d5eee64b4522bd745e37636d41137b9fe15	41
taxon_fd11c6f625b7f45828d3ef6ad453aa04ebfb275c3c60034fef1bb561853cd80c	41
taxon_fe328942ecb28fc854a50b692e2ebc9624c60481aec06222343ef6cb5206a29b	41
taxon_fe7c9449d70c4287e9a71109f3471ace823b9815d5c64484d5edd3f47ca5c8a3	41
taxon_0041ac84a846af2d26fdb2e26e1fc6022c0b9459cd5b82975866d77d1accaca5	40
taxon_0c7135bf142840ffa3c1dc8bdad9a617870c8238968b397447400520f3d7e4c6	40
taxon_0cfbfea8b021d204b0228703e0e6eb3531b08d979b37b87ccff1281187c34764	40
taxon_0e91e7925f37c45dafbf9b50b10f82c35e91566fc5e09e30544e71a3d80738cb	40
taxon_1012fbcabbf6126be5aa8968ddb9a0b9b0002345da7ef626652a79ddde3d5e1b	40
taxon_10c10e43add5255a8bd5011a57c6de39d18c4c20f6c3e851e4bc509fbfd8481a	40
taxon_11b9bf9aa944778e403a1475d5a500a311a804c7aa8079147fcb2acacf951aa9	40
taxon_1a19f8adbd6ec3711f797dd54326740d292bc71d88da8d60860215f9b91ea79a	40
taxon_1a8020af7e280d266b02232fd55ff8800ec43f36205ff424de92ac0b899b12e1	40
taxon_1af7a33a38add4c86ef5890b970ecae245b137dfd5393916d6652faf311b22f7	40
taxon_1bcd089918553f414e636030768ed8efe6f4e374022611839c058b8a1348299a	40
taxon_2ebe53863b0794509f9935bc43d478b4fd42030688ac5f22a12a42f705e92b41	40
taxon_300eebf639eaca58ca224458f5cc6bd7fcf383c03b01d2707b50c962b6382a9e	40
taxon_306528e579ce366b5262b36ba391b7ceba18f8bc72c30f76170130e73005389f	40
taxon_31561c8d8a71c3286b0feecd05bee7f8cb3bc2f864a26fa2637d7250073d4098	40
taxon_3252e74a63e15d92b2b081f55afd1e62d1d7833ed9b897fdd17c3055dba6732b	40
taxon_32b4db9b71f6bf959d22a2f92a1acba4e9a0e5b8cfd64845c4b73a4751e7f39c	40
taxon_353a34bcb19ac66cb7aa4ed02fea84a53f33741bcdb86be04bbee16f596dabd3	40
taxon_4c02236e5a5d87efaa5533eb72a059ab0b01c0c9848b13641ec8ea2326784899	40
taxon_4d8d8f28865d625d54e7436d3b68277f70e8a01d461b5d12949cc39c899d6786	40
taxon_4efcab87cc993c09a5bb6662a90c842a98d99afef09df785b8a6a0f8bed63f09	40
taxon_51a916305e58c1ef91913ccc65e9eb51ad8512722db0403b5afe3ae1ed59f565	40
taxon_5e88d0d6ff6e4b2e9405cd46e91a8eae36356acde13ee42fa7c4845b48782a5b	40
taxon_5f1f4bdec5c068b25f1e1cc6a09fd516b1f93ba9eccb614f2e8cea8bd2231f40	40
taxon_63db9af4919b049e24fe0867a01f232a84e211da50d921219a53a1b06df8709b	40
taxon_6496970a812f2a2c9d79c06c4346a339515d615a40883e3095ee9c8ddc958e3f	40
taxon_67681a4b824c3592fed864065bc94b9df2d6ecf7a0efb7379fc1f0ea97093b61	40
taxon_6c72f6bca2e96805a11400018320958dea6c74d1b6c6be773e596013f5551eb8	40
taxon_6d98d083361afb579b71de55cf2431902e4ebb71b1bac676a1709b439ba17d8e	40
taxon_6e0505b42ce7be2db08131982a3fe0a768d322d11798878af819f48d9fd1fc96	40
taxon_6e3f6f0dbcf1fbaf8ffb7c5ac51580dd5197c055f91a519ba9e35148a3f728ac	40
taxon_7605ce1452fa3e0e413b52963878c0168165a37faa931f774eaacc8fec5b5371	40
taxon_7d9cae0db088acd812976040dac2d861ed3d0c20b6c16cd61143c28d1c30aa30	40
taxon_8958d2ab0fa0224a0851524492f7e6be4b9236a31300e3fe375d95f8a000f10f	40
taxon_97fd2e2b32b82830e51f32684a331ec4fe4515793e0b299a1dfdd6d0f5e2bf95	40
taxon_99d5033563fedf2e8b692cb44cf96f33cb60daa0f94de585be05a7e5edbd53f8	40
taxon_9c0ef3a9f716f43e623dc0381ad310460a953891dceb7f661c2163eb31dc7676	40
taxon_a0ffbde6e2beb473cec3498747897084e9eec7dd38fb511ed8639abbf70ba42a	40
taxon_a738dca95c7c147359a05bfa844df81615399094c762ce3cb57d2b69104907d9	40
taxon_ab6c192b2355ef429d780483a86e81edd0541c418d3c8fb54ea87d8d56236041	40
taxon_afb538e26fa8656a6196b8bf38c0bcd8b4dd19accd383894b44dbde87305fe35	40
taxon_b05d54ef11a96029c3f66a2d878ba59354660182e8495ef7f70def7cfad15863	40
taxon_b4702a0d032c8afd554d176b7f6578dae7eef0506f41b736cfb9df6e2016d34f	40
taxon_b5a9325ff3df8bb96e9c237d0e0de4941a4066eebe639e47adf650f60fc0c1c7	40
taxon_b73ee70f91d257afda4f047d9093e3838ab39a801595355572c6bf345bb0b82c	40
taxon_bbd830cd94d4db5d8bcdab22d0c3c7c948486579a566321ea14cbeda95cb5929	40
taxon_bf298ad9bfa4e8f1daeb37b610a468a99c280b45fe143d88ed3396dd2805be10	40
taxon_c9709b31b39803817a8a472e21be6de95e1a0df812dd532393116c8824b76cd9	40
taxon_d0825b2630c5f1661731b6013343e1fde4ee1cad6d6bf74787369ecf79468000	40
taxon_d1e666d362c46b0a665c051be1fe5e646840489d94bcf8721ab56a65f68b411a	40
taxon_d7a1ced228b02401972979d1e4bafdbf70eb65928c05fea9fb1702016fb5c757	40
taxon_d86ff29e0354642dbe6cdaff061dfe4cda6e8c7515ac08ea49809fdc3715eb8c	40
taxon_de76aa0d4e413c0f21e8ba9e8e6b35e1adf0d1345e802d926c6376c1a93feeb5	40
taxon_e12323acbc30cbf4a91577b110af85e4350a4052d5537d8ed74ff606de29d605	40
taxon_e54c97947d42767e767ffb192b078c873c4b08855fcc9525e14bac33710f0005	40
taxon_edd91e759aa8f9e4ad4143090087103050b89ae1e83b7ef15c59e7f235a25c12	40
taxon_ef0100b45a3a1154a33983a17930167799ec0ca87883a7cbfe7bf8e79b181f90	40
taxon_f804a5f72ea6dcfb438f3ef55f88abec0da01086adee18be6de48e12d2c77c72	40
taxon_037691e1d9f25ae7ecb1241e9eb44cf600ad1b00677ca9c2c97239c2d7169836	39
taxon_04f00ee0d68fd4220814b4b927aadcc79b548505b59bf52065cbf48867f29b77	39
taxon_0984fb25ee2de275048725657b7db3a4adcfe5283fcc8cdd942bf89f5cf2eae4	39
taxon_0ed613e023cef69155b89a64dce04ad2a9c9a853bca3ca2d065ac2c051de64a0	39
taxon_1bc59db36140009474b1d57dc46b4ae79a0f1e1043d7c4aa77128fd21305137b	39
taxon_1be353b0f800cd7dcd87c08c80490dde0c7fa5d9acc0eba128b2c506ba521fe6	39
taxon_1f24f2805ef3dbaf2f0bb2fd8fe1ce9b8a7ba668ee3ea82e01740e96e2a63a01	39
taxon_217b0d722b63b4c8eea674c1136a372d3d235a733ae3904efe41a0f19be3d7a3	39
taxon_2aa8d7d1f2c5dc809c11bd0e4437c95ef016a32daaad7295f3613c99117aac24	39
taxon_2c4e1800f3ae9ae184cd0422b63f327171c5083792fc44a0fd421926da2bb948	39
taxon_2cd9c7c0d77498859e288e6aad6f7521779ed19d1822432373958d285c49dae9	39
taxon_34e466b274125867954227865de4db28b4c52feb79123f1dc92389ea5379ea09	39
taxon_47798301edcc16516bbc1c2a6689bbc1d34ce70aa39d804a11f97a508983bc38	39
taxon_4a23a2724884da8a6435557c47dc6b670747bc61ae3f8dd06904238a9d904e66	39
taxon_4ee3497f7c0ebd26e86ef1c7f69b080558716114518598c12212714c0d0a5d20	39
taxon_511311549b0a74a962f7422b5b91b2c726d604f8e256d4f24cdafdf5800e0fc7	39
taxon_56007c79e1b8617361104b402cba7765edee6bed5a30f026de7378fd369a56a8	39
taxon_576a678f82690b50e61b89b6df1adc644a85ae32132ca4631972f2ca5e47d3b4	39
taxon_601edb4fc3cf2938517aa4fc4b346883d34939c05c330c0e9a192bc62c159076	39
taxon_60f4fefb7da283bab809060f3906cfc16699e4b85ce11259f84d21d5517a736f	39
taxon_6eb624bc0f14082af92fda5a5aa8cf2ad544d1b342c043fb8733c3042d5c2033	39
taxon_73983277af19ab2e7c9647932d153cb768b34e8558d512450dd0bf35f6cae100	39
taxon_74faebafd6c593c22cecb2419592b121ce2451d3d696cf10811be51335611f6c	39
taxon_77951f8a8d094f66b85238a6af7eb115f6424a27a8b826710fbf726d7c62044e	39
taxon_79078bd58b6947dcd09133f8bca49f3b0ee6c6efbb273e1b6a63513d9aad305c	39
taxon_7f2702dfa94fa79e23102fca3a04917412ed8c0c64fda16f0a115a61f4424277	39
taxon_814d02fc1157c39e270d22f7cb60a8dd1130df0d3b20a713f30a84fd57db471f	39
taxon_81671a09a8fa937c4cb029b35ed8db0cbe52c2be9b4b9723694b9ce96af4f0dd	39
taxon_8212269ba54ba777259ec83847156e9f22f69615d2180e2bf0aa18622e4f424b	39
taxon_83143356610c6dba8916d78253ad40ec972651d646061581890db7e24cf00b3e	39
taxon_8c98efa76bd217e991dccf8b46a78d7dd8ec63bb24f0bfeb040b8285a140e7b7	39
taxon_90d95b2292b4495afd65474ea36e3172ea2763f0397c72c41c6eedccdf6a40a9	39
taxon_9ef9370ff2169d8b83663a13be589d87081b58a32ed0ae6e94c323613ef80c18	39
taxon_a3864ac8d8056848c23fe3d6e5afc495fff6065cc5f78d9b2e9521a8b32fcbdc	39
taxon_a57fad4c110109e246c5cfc2c05a1bdbdc3d513860e1f43c63dc1ea248be8cbb	39
taxon_b087e930fcba907c8b49f35bd5482273f6587028b6e997835fd5fb7891638137	39
taxon_b43d5022c781dacb61b65bf3e2bef118737fa5edc6dbd8250a5f1b32a76836d5	39
taxon_b5e568cf454b216507bc13debe3347c4150e3c11ba0be6cbdb08e591d2f691d4	39
taxon_b7d618b1e2b18a0692c9fdcc69a6e68c941a190264e7fedb8389633cc5ffa138	39
taxon_c517d954b45506a985a3466f6c58d50746d42ff59633ccc753c4ae12c3865428	39
taxon_cc418ceafcd7bb1a77a3f24bbe58e2cd7a96b11a07a36d9ddf8003692a9dd954	39
taxon_d6b366b2a611f0635b136113d140d7c67603abe5edf734710d2019fa2e60f698	39
taxon_d7f9192d3405d735606283b5642ab79108e6f764a83473b39e2991c329f16951	39
taxon_de47c7b461d035ca099117d57cd676392fa2ea5c61f3d04d0b55c60a3753c981	39
taxon_e131fc3a1a524f979474e07b27268b754c067c2173987f83ed28dfd2054eda94	39
taxon_e9db8223278847f6af92c1b0a4ac774430dafd0184553ca22eae6616a09fa91b	39
taxon_f090fe8a647fdca39e7586018683ec1084f229ba1d8c423e003b3675bfd7492d	39
taxon_f16427b80b11a80c66348e822742399827e89af16dc73daec0966b3e3c65408a	39
taxon_ff357fb412d61a837031a4778d357e6074e6818177f7f164ec9c9b11632d3297	39
taxon_008156cbf10e33a250314a1b9475da67c79055d721cbc9c6e131bcd6b7e8648e	38
taxon_02054fa8a59d2249570a5027881d1928df98e0ac6741a768b48fb82e5d211ce2	38
taxon_082b0822235ae288eb4a7100d0657d80f429aabada8ed8a75f56e56ea9c7d536	38
taxon_0e5824d2d66f6ef48c92577778b3aeb5079916c16299f0394988298405fb2790	38
taxon_0ef7b2de62781907d31a6cd81fd3d8d4d8396e6c09172aebf32eaa291ecda72d	38
taxon_12d94c7a5fcaeb6ae753ce9b5270d6b890ef058f46554fa0ae1d63a2398c27f6	38
taxon_144523c01aea8be4e7ebd076eb737e49368180569d9bb43375814d2f1fd21e48	38
taxon_194813bb070cc702d7667c6bca67a7415166034fb57c86c9ab6a4959f2dcde43	38
taxon_1b24a166f149093c72bf50f600d3b1c21df0c3445a36661e5114a733bc5a115b	38
taxon_1e9544f2b620f52a445b6f8218213a05683185e53568e2d07ed47e82811e2eaf	38
taxon_28a4904090c81dc1b946ba05c8ffdf751e2792a627a958445786329b80768b51	38
